dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,r20161219r_oid,col1,col2
0.001306427,1.63572E+18,Gaia DR2 511219516188267776,5.1122E+17,665185364,2015.5,26.67177852,0.02968123,61.31176396,0.033853876,0.738599901,0.050681956,14.573232,0.770689359,0.049483395,-1.07993145,0.067759942,-0.42810175,0.118462056,-0.48577774,0.23997653,-0.06572542,0.20960799,-0.24355334,-0.11827071,0.11275583,-0.55566573,458,0,455,3,0.29818866,458.3299,0,0,31,FALSE,6.4495482,1.436301012,0.008683554,-0.02881024,52,20,0.07461474,0,56,FALSE,483,5695.225254,3.19365908,1783.2915,16.29959,56,2161.528503,15.05429411,143.58218,17.014486,52,5649.533812,14.90051732,379.15018,15.381888,1.3715107,0,1.6325979,0.71489716,0.91770077,,,0,,,,NOT_AVAILABLE,129.5135785,-0.851977198,51.87818187,45.98375449,100001,4365.66,4187.7373,4700,1.9027,1.5925,2.1941,0.927,0.801,1.107,200111,1.3091265,1.1294987,1.4227303,0.56086403,0.47646198,0.64526606,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219516188267776,,7,26.66988,61.3127
0.002477104,1.63572E+18,Gaia DR2 511219516188269440,5.1122E+17,1247683775,2015.5,26.67237492,0.17159011,61.31053168,0.189044992,0.278030511,0.289658034,0.95985776,-1.951182037,0.340747608,0.588323423,0.42419361,-0.38611692,0.14103052,-0.1798717,0.0585899,-0.06034191,0.058393437,-0.15085238,-0.006521527,0.037206206,-0.62328684,433,0,430,3,4.2382393,560.12506,0.972647105,3.012151946,31,FALSE,0.17848624,1.322008768,0.051796484,-0.02128475,49,20,0.43529,0,54,FALSE,461,403.6310654,0.990825646,407.3684,19.173405,49,155.3905362,7.401602021,20.994177,19.872828,51,500.242008,8.824892987,56.685333,18.01397,1.6243362,0,1.8588581,0.69942284,1.1594353,,,0,,,,NOT_AVAILABLE,129.5141201,-0.853120491,51.87762876,45.98254918,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219516188269440,,7,26.66988,61.3127
2.64E-04,1.63572E+18,Gaia DR2 511219511894152448,5.1122E+17,897571581,2015.5,26.670322,0.011760494,61.31254301,0.013775134,1.098386256,0.020280828,54.158848,-6.994950249,0.019900502,4.742852182,0.027973955,-0.38681573,0.040645488,-0.48048317,0.21041533,0.003667637,0.1787763,-0.22872514,-0.050865196,0.034057386,-0.5306264,469,0,469,0,-8.598629,247.81921,0,0,31,FALSE,64.13334,1.505172033,0.003365256,-0.03164932,53,20,0.03721388,0,56,FALSE,496,49719.66622,69.28956645,717.56354,13.947045,55,23581.53183,285.0526567,82.72693,14.419958,54,46683.18262,393.4814736,118.64137,13.089019,1.4132178,0,1.3309393,0.4729128,0.8580265,,,0,,,,NOT_AVAILABLE,129.5127296,-0.851364504,51.87789081,45.98478156,102001,4684,4425,4922.3335,,,,,,,200111,2.1233234,1.9226837,2.3791585,1.955215,1.8574963,2.0529337,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219511894152448,,7,26.66988,61.3127
0.002636506,1.63572E+18,Gaia DR2 511265657011674240,5.11266E+17,414466346,2015.5,26.39940186,0.047949367,61.30787498,0.053848561,0.259679763,0.079198148,3.2788615,2.819527296,0.087059151,2.211723224,0.113849111,-0.44125974,-0.13953239,-0.57189226,0.33694243,0.07193344,0.30244666,-0.38704127,0.13048787,-0.029002588,-0.62777543,464,0,462,2,0.395597,468.38647,0,0,31,FALSE,2.6560698,1.433178077,0.012627188,-0.030756189,53,18,0.12471286,0,56,FALSE,485,2679.197465,1.640396641,1633.262,17.118355,50,932.1513011,6.322287053,147.43893,17.927671,51,2712.896754,5.118461969,530.02185,16.178337,1.3605,0,1.7493343,0.80931664,0.9400177,,,0,,,,NOT_AVAILABLE,129.38655,-0.883297215,51.7136234,46.04742257,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265657011674240,,8,26.40322,61.30977
1.72E-04,1.63572E+18,Gaia DR2 511265661319317376,5.11266E+17,842399461,2015.5,26.4031997,0.011284711,61.30959808,0.013479222,2.04390947,0.018854965,108.40166,3.666662367,0.01988156,-10.49143865,0.027428623,-0.43589747,-0.066336446,-0.5657528,0.29188773,0.09245418,0.27766278,-0.41136834,0.086778276,-0.04290341,-0.6069729,471,0,471,0,2.0254683,529.8836,0,0,31,FALSE,137.42299,1.582755023,0.002867056,-0.007434502,53,19,0.039045475,0,56,FALSE,477,109601.9337,20.18915254,5428.7534,13.08882,54,55642.30455,41.06058511,1355.127,13.487875,53,78336.2679,53.35473587,1468.2158,12.527013,1.2224107,1,0.96086216,0.39905453,0.56180763,,,0,,,,NOT_AVAILABLE,129.3879743,-0.881231939,51.71715231,46.04796533,100002,5362,5322,5862.1934,0.36,0.2882,0.5371,0.178,0.1344,0.2807,200111,1.2021539,1.0057578,1.2202924,1.076272,1.0487776,1.1037664,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265661319317376,,8,26.40322,61.30977
1.94E-04,1.63572E+18,Gaia DR2 511265141615069440,5.11265E+17,1550196721,2015.5,26.5213833,0.032685184,61.30763495,0.041423823,0.30892583,0.055973794,5.5191154,-1.057983796,0.051724134,-0.20578763,0.080453849,0.059751157,0.008197869,-0.6025945,-0.04390683,0.038134407,-0.070769764,-0.42693675,0.11076206,-0.08148654,-0.30943877,211,211,209,2,3.8444142,291.07733,0,0,31,FALSE,271.44284,1.589841296,0.009324352,-0.040994056,25,12,0.050152853,0,26,TRUE,197,1163752.993,274.704057,4236.388,10.523714,24,592568.3133,577.3947505,1026.2793,10.919542,24,830279.0154,655.3892173,1266.8488,9.96386,1.2226369,0,0.95568275,0.39582825,0.5598545,,,0,,,,NOT_AVAILABLE,129.4438736,-0.871273807,51.78585891,46.01717704,100001,5361.6665,5284.75,5454,,,,,,,200111,25.921017,25.050787,26.68104,500.2625,379.1239,621.4011,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265141615069440,,9,26.52126,61.30782
0.002476951,1.63572E+18,Gaia DR2 511266348509294208,5.11266E+17,688124679,2015.5,26.61937387,0.441860305,61.30588371,0.434264312,1.363841836,0.655783263,2.0797143,-1.602330966,0.861068154,2.401320575,0.97375507,-0.30565652,0.12497383,-0.34454316,0.09313432,-0.13286084,0.058391094,-0.19193697,-0.044019498,0.11895994,-0.5338732,332,0,331,1,-0.23010163,319.50153,0,0,31,FALSE,0.039142754,1.480464874,0.137258082,-0.010935841,39,19,1.0115753,0,42,FALSE,358,124.2068342,0.685351461,181.23087,20.453003,32,67.1268455,7.005813796,9.581592,20.784147,37,180.2561102,6.539571098,27.563904,19.122194,1.9917016,0,1.661953,0.33114433,1.3308086,,,0,,,,NOT_AVAILABLE,129.4902367,-0.863059996,51.84274132,45.99157602,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=511266348509294208,,10,26.61571,61.30414
2.31E-04,1.63572E+18,Gaia DR2 511266314154346240,5.11266E+17,976933926,2015.5,26.61589961,0.013417008,61.30392754,0.015256684,0.320158452,0.021810801,14.678895,-1.026654264,0.021908781,-0.297910696,0.02986859,-0.4860555,0.18783782,-0.53482497,0.28944847,-0.072493084,0.25974825,-0.28933528,-0.124256566,0.11630339,-0.5939742,440,0,437,3,-8.094544,234.63387,0,0,31,FALSE,67.347275,1.567215793,0.00364051,-0.031368043,50,20,0.040570512,0,53,FALSE,464,52163.8803,9.231868376,5650.414,13.894941,51,25877.98811,27.92787348,926.6007,14.319062,50,38915.30899,28.1317932,1383.3213,13.286619,1.2421104,0,1.032443,0.4241209,0.60832214,,,0,,,,NOT_AVAILABLE,129.4890203,-0.865324953,51.83923751,45.99074939,100001,5186.875,5045.1,5445,,,,,,,200111,5.7309704,5.200486,6.057594,21.417767,17.556803,25.27873,http://geadata.esac.esa.int/data-server/datalink/links?ID=511266314154346240,,10,26.61571,61.30414
0.001780868,1.63572E+18,Gaia DR2 511266309851610496,5.11266E+17,1530878379,2015.5,26.61661482,0.186869331,61.30241294,0.206680572,0.182090039,0.310627393,0.58620083,-1.038981334,0.365337054,1.417034279,0.453527692,-0.46563375,0.17816944,-0.2452527,0.14244825,-0.10680958,0.12774682,-0.19711287,-0.030892152,0.082307056,-0.6555595,406,0,401,5,3.5219667,502.83426,0.985573261,3.031788399,31,FALSE,0.17605235,1.284650849,0.053481722,-0.008692995,48,20,0.47260174,0,51,FALSE,426,394.8666261,0.957913244,412.21542,19.197239,40,119.9126944,4.978052194,24.088276,20.154224,41,536.2160652,6.727520671,79.70486,17.93857,1.6616465,0,2.2156544,0.9569855,1.2586689,,,0,,,,NOT_AVAILABLE,129.4896766,-0.866732548,51.83854633,45.98927245,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=511266309851610496,,10,26.61571,61.30414
6.51E-04,1.63572E+18,Gaia DR2 511266348509298816,5.11266E+17,893185527,2015.5,26.61700981,0.279035418,61.30432678,0.342990113,-0.400706065,0.431661627,-0.92828745,0.381269613,0.522343032,-1.072422343,0.714872636,-0.53008014,0.24083719,-0.5073519,0.38144666,-0.2592919,0.378275,-0.52518547,-0.13012052,0.22786598,-0.7121801,279,0,279,0,5.7757063,431.76096,1.406151947,4.547891941,31,FALSE,0.13246293,1.329460253,0.079676162,0.022038102,32,17,0.7674312,0,34,FALSE,286,372.4054751,2.054090681,181.29944,19.260826,6,595.1216483,87.16651411,6.827411,18.414873,6,918.0485684,131.1610076,6.9994016,17.354755,4.063233,0,1.0601177,-0.845953,1.9060707,,,0,,,,NOT_AVAILABLE,129.4894568,-0.864821932,51.84019076,45.9908195,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=511266348509298816,,10,26.61571,61.30414
1.46E-04,1.63572E+18,Gaia DR2 511265695678934400,5.11266E+17,605481183,2015.5,26.37343473,0.072512685,61.30224418,0.083482679,2.613161424,0.115449133,22.634743,22.80564664,0.125338788,-5.777339429,0.163293209,-0.3387086,0.06478944,-0.5543119,0.26279968,-0.11163631,0.22895738,-0.41810519,-0.055575233,0.19459365,-0.5463233,346,346,344,2,58.808407,5328.8896,0.449554944,94.16961075,31,TRUE,4.5645556,1.613198877,0.02066019,0.008384114,39,17,0.09995433,0,44,TRUE,331,680763.4215,382.5809332,1779.3971,11.105875,41,375919.0119,243.7604633,1542.1656,11.413652,40,437140.0261,250.4554597,1745.3802,10.660369,1.1943341,0,0.7532835,0.3077774,0.4455061,,,0,,,,NOT_AVAILABLE,129.3755262,-0.89140041,51.6940424,46.04899178,100001,5976.175,5723.533,6397.217,,,,,,,200111,1.8417155,1.6072631,2.0078936,3.8979204,3.6941493,4.1016912,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265695678934400,,11,26.37346,61.30239
